LARGE DATASET AUDIT DUMP | ACCOUNT: 50200012345678 | BILL NO: INV-2026-0098 
TRANSACTION ENTRY #0889 | REF: TXN-00011557 | AMOUNT: Rs. 88900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0890 | REF: TXN-00011570 | AMOUNT: Rs. 89000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0891 | REF: TXN-00011583 | AMOUNT: Rs. 89100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0892 | REF: TXN-00011596 | AMOUNT: Rs. 89200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0893 | REF: TXN-00011609 | AMOUNT: Rs. 89300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0894 | REF: TXN-00011622 | AMOUNT: Rs. 89400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0895 | REF: TXN-00011635 | AMOUNT: Rs. 89500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0896 | REF: TXN-00011648 | AMOUNT: Rs. 89600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0897 | REF: TXN-00011661 | AMOUNT: Rs. 89700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0898 | REF: TXN-00011674 | AMOUNT: Rs. 89800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0899 | REF: TXN-00011687 | AMOUNT: Rs. 89900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0900 | REF: TXN-00011700 | AMOUNT: Rs. 90000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0901 | REF: TXN-00011713 | AMOUNT: Rs. 90100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0902 | REF: TXN-00011726 | AMOUNT: Rs. 90200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0903 | REF: TXN-00011739 | AMOUNT: Rs. 90300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0904 | REF: TXN-00011752 | AMOUNT: Rs. 90400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0905 | REF: TXN-00011765 | AMOUNT: Rs. 90500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0906 | REF: TXN-00011778 | AMOUNT: Rs. 90600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0907 | REF: TXN-00011791 | AMOUNT: Rs. 90700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0908 | REF: TXN-00011804 | AMOUNT: Rs. 90800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0909 | REF: TXN-00011817 | AMOUNT: Rs. 90900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0910 | REF: TXN-00011830 | AMOUNT: Rs. 91000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0911 | REF: TXN-00011843 | AMOUNT: Rs. 91100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0912 | REF: TXN-00011856 | AMOUNT: Rs. 91200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0913 | REF: TXN-00011869 | AMOUNT: Rs. 91300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0914 | REF: TXN-00011882 | AMOUNT: Rs. 91400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0915 | REF: TXN-00011895 | AMOUNT: Rs. 91500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0916 | REF: TXN-00011908 | AMOUNT: Rs. 91600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0917 | REF: TXN-00011921 | AMOUNT: Rs. 91700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0918 | REF: TXN-00011934 | AMOUNT: Rs. 91800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0919 | REF: TXN-00011947 | AMOUNT: Rs. 91900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0920 | REF: TXN-00011960 | AMOUNT: Rs. 92000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0921 | REF: TXN-00011973 | AMOUNT: Rs. 92100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0922 | REF: TXN-00011986 | AMOUNT: Rs. 92200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0923 | REF: TXN-00011999 | AMOUNT: Rs. 92300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0924 | REF: TXN-00012012 | AMOUNT: Rs. 92400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0925 | REF: TXN-00012025 | AMOUNT: Rs. 92500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0926 | REF: TXN-00012038 | AMOUNT: Rs. 92600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0927 | REF: TXN-00012051 | AMOUNT: Rs. 92700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0928 | REF: TXN-00012064 | AMOUNT: Rs. 92800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0929 | REF: TXN-00012077 | AMOUNT: Rs. 92900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0930 | REF: TXN-00012090 | AMOUNT: Rs. 93000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0931 | REF: TXN-00012103 | AMOUNT: Rs. 93100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0932 | REF: TXN-00012116 | AMOUNT: Rs. 93200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0933 | REF: TXN-00012129 | AMOUNT: Rs. 93300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0934 | REF: TXN-00012142 | AMOUNT: Rs. 93400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0935 | REF: TXN-00012155 | AMOUNT: Rs. 93500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0936 | REF: TXN-00012168 | AMOUNT: Rs. 93600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0937 | REF: TXN-00012181 | AMOUNT: Rs. 93700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0938 | REF: TXN-00012194 | AMOUNT: Rs. 93800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0939 | REF: TXN-00012207 | AMOUNT: Rs. 93900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0940 | REF: TXN-00012220 | AMOUNT: Rs. 94000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0941 | REF: TXN-00012233 | AMOUNT: Rs. 94100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0942 | REF: TXN-00012246 | AMOUNT: Rs. 94200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0943 | REF: TXN-00012259 | AMOUNT: Rs. 94300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0944 | REF: TXN-00012272 | AMOUNT: Rs. 94400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0945 | REF: TXN-00012285 | AMOUNT: Rs. 94500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0946 | REF: TXN-00012298 | AMOUNT: Rs. 94600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0947 | REF: TXN-00012311 | AMOUNT: Rs. 94700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0948 | REF: TXN-00012324 | AMOUNT: Rs. 94800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0949 | REF: TXN-00012337 | AMOUNT: Rs. 94900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0950 | REF: TXN-00012350 | AMOUNT: Rs. 95000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0951 | REF: TXN-00012363 | AMOUNT: Rs. 95100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0952 | REF: TXN-00012376 | AMOUNT: Rs. 95200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0953 | REF: TXN-00012389 | AMOUNT: Rs. 95300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0954 | REF: TXN-00012402 | AMOUNT: Rs. 95400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0955 | REF: TXN-00012415 | AMOUNT: Rs. 95500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0956 | REF: TXN-00012428 | AMOUNT: Rs. 95600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0957 | REF: TXN-00012441 | AMOUNT: Rs. 95700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0958 | REF: TXN-00012454 | AMOUNT: Rs. 95800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0959 | REF: TXN-00012467 | AMOUNT: Rs. 95900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0960 | REF: TXN-00012480 | AMOUNT: Rs. 96000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0961 | REF: TXN-00012493 | AMOUNT: Rs. 96100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0962 | REF: TXN-00012506 | AMOUNT: Rs. 96200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0963 | REF: TXN-00012519 | AMOUNT: Rs. 96300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0964 | REF: TXN-00012532 | AMOUNT: Rs. 96400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0965 | REF: TXN-00012545 | AMOUNT: Rs. 96500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0966 | REF: TXN-00012558 | AMOUNT: Rs. 96600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0967 | REF: TXN-00012571 | AMOUNT: Rs. 96700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0968 | REF: TXN-00012584 | AMOUNT: Rs. 96800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0969 | REF: TXN-00012597 | AMOUNT: Rs. 96900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0970 | REF: TXN-00012610 | AMOUNT: Rs. 97000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0971 | REF: TXN-00012623 | AMOUNT: Rs. 97100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0972 | REF: TXN-00012636 | AMOUNT: Rs. 97200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0973 | REF: TXN-00012649 | AMOUNT: Rs. 97300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0974 | REF: TXN-00012662 | AMOUNT: Rs. 97400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0975 | REF: TXN-00012675 | AMOUNT: Rs. 97500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0976 | REF: TXN-00012688 | AMOUNT: Rs. 97600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0977 | REF: TXN-00012701 | AMOUNT: Rs. 97700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0978 | REF: TXN-00012714 | AMOUNT: Rs. 97800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0979 | REF: TXN-00012727 | AMOUNT: Rs. 97900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0980 | REF: TXN-00012740 | AMOUNT: Rs. 98000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0981 | REF: TXN-00012753 | AMOUNT: Rs. 98100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0982 | REF: TXN-00012766 | AMOUNT: Rs. 98200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0983 | REF: TXN-00012779 | AMOUNT: Rs. 98300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0984 | REF: TXN-00012792 | AMOUNT: Rs. 98400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0985 | REF: TXN-00012805 | AMOUNT: Rs. 98500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0986 | REF: TXN-00012818 | AMOUNT: Rs. 98600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0987 | REF: TXN-00012831 | AMOUNT: Rs. 98700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0988 | REF: TXN-00012844 | AMOUNT: Rs. 98800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0989 | REF: TXN-00012857 | AMOUNT: Rs. 98900.00 | STATUS: CLEARED
TRANSACTION ENTRY #0990 | REF: TXN-00012870 | AMOUNT: Rs. 99000.00 | STATUS: CLEARED
TRANSACTION ENTRY #0991 | REF: TXN-00012883 | AMOUNT: Rs. 99100.00 | STATUS: CLEARED
TRANSACTION ENTRY #0992 | REF: TXN-00012896 | AMOUNT: Rs. 99200.00 | STATUS: CLEARED
TRANSACTION ENTRY #0993 | REF: TXN-00012909 | AMOUNT: Rs. 99300.00 | STATUS: CLEARED
TRANSACTION ENTRY #0994 | REF: TXN-00012922 | AMOUNT: Rs. 99400.00 | STATUS: CLEARED
TRANSACTION ENTRY #0995 | REF: TXN-00012935 | AMOUNT: Rs. 99500.00 | STATUS: CLEARED
TRANSACTION ENTRY #0996 | REF: TXN-00012948 | AMOUNT: Rs. 99600.00 | STATUS: CLEARED
TRANSACTION ENTRY #0997 | REF: TXN-00012961 | AMOUNT: Rs. 99700.00 | STATUS: CLEARED
TRANSACTION ENTRY #0998 | REF: TXN-00012974 | AMOUNT: Rs. 99800.00 | STATUS: CLEARED
TRANSACTION ENTRY #0999 | REF: TXN-00012987 | AMOUNT: Rs. 99900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1000 | REF: TXN-00013000 | AMOUNT: Rs. 100000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1001 | REF: TXN-00013013 | AMOUNT: Rs. 100100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1002 | REF: TXN-00013026 | AMOUNT: Rs. 100200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1003 | REF: TXN-00013039 | AMOUNT: Rs. 100300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1004 | REF: TXN-00013052 | AMOUNT: Rs. 100400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1005 | REF: TXN-00013065 | AMOUNT: Rs. 100500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1006 | REF: TXN-00013078 | AMOUNT: Rs. 100600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1007 | REF: TXN-00013091 | AMOUNT: Rs. 100700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1008 | REF: TXN-00013104 | AMOUNT: Rs. 100800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1009 | REF: TXN-00013117 | AMOUNT: Rs. 100900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1010 | REF: TXN-00013130 | AMOUNT: Rs. 101000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1011 | REF: TXN-00013143 | AMOUNT: Rs. 101100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1012 | REF: TXN-00013156 | AMOUNT: Rs. 101200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1013 | REF: TXN-00013169 | AMOUNT: Rs. 101300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1014 | REF: TXN-00013182 | AMOUNT: Rs. 101400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1015 | REF: TXN-00013195 | AMOUNT: Rs. 101500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1016 | REF: TXN-00013208 | AMOUNT: Rs. 101600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1017 | REF: TXN-00013221 | AMOUNT: Rs. 101700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1018 | REF: TXN-00013234 | AMOUNT: Rs. 101800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1019 | REF: TXN-00013247 | AMOUNT: Rs. 101900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1020 | REF: TXN-00013260 | AMOUNT: Rs. 102000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1021 | REF: TXN-00013273 | AMOUNT: Rs. 102100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1022 | REF: TXN-00013286 | AMOUNT: Rs. 102200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1023 | REF: TXN-00013299 | AMOUNT: Rs. 102300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1024 | REF: TXN-00013312 | AMOUNT: Rs. 102400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1025 | REF: TXN-00013325 | AMOUNT: Rs. 102500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1026 | REF: TXN-00013338 | AMOUNT: Rs. 102600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1027 | REF: TXN-00013351 | AMOUNT: Rs. 102700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1028 | REF: TXN-00013364 | AMOUNT: Rs. 102800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1029 | REF: TXN-00013377 | AMOUNT: Rs. 102900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1030 | REF: TXN-00013390 | AMOUNT: Rs. 103000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1031 | REF: TXN-00013403 | AMOUNT: Rs. 103100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1032 | REF: TXN-00013416 | AMOUNT: Rs. 103200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1033 | REF: TXN-00013429 | AMOUNT: Rs. 103300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1034 | REF: TXN-00013442 | AMOUNT: Rs. 103400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1035 | REF: TXN-00013455 | AMOUNT: Rs. 103500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1036 | REF: TXN-00013468 | AMOUNT: Rs. 103600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1037 | REF: TXN-00013481 | AMOUNT: Rs. 103700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1038 | REF: TXN-00013494 | AMOUNT: Rs. 103800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1039 | REF: TXN-00013507 | AMOUNT: Rs. 103900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1040 | REF: TXN-00013520 | AMOUNT: Rs. 104000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1041 | REF: TXN-00013533 | AMOUNT: Rs. 104100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1042 | REF: TXN-00013546 | AMOUNT: Rs. 104200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1043 | REF: TXN-00013559 | AMOUNT: Rs. 104300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1044 | REF: TXN-00013572 | AMOUNT: Rs. 104400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1045 | REF: TXN-00013585 | AMOUNT: Rs. 104500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1046 | REF: TXN-00013598 | AMOUNT: Rs. 104600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1047 | REF: TXN-00013611 | AMOUNT: Rs. 104700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1048 | REF: TXN-00013624 | AMOUNT: Rs. 104800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1049 | REF: TXN-00013637 | AMOUNT: Rs. 104900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1050 | REF: TXN-00013650 | AMOUNT: Rs. 105000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1051 | REF: TXN-00013663 | AMOUNT: Rs. 105100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1052 | REF: TXN-00013676 | AMOUNT: Rs. 105200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1053 | REF: TXN-00013689 | AMOUNT: Rs. 105300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1054 | REF: TXN-00013702 | AMOUNT: Rs. 105400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1055 | REF: TXN-00013715 | AMOUNT: Rs. 105500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1056 | REF: TXN-00013728 | AMOUNT: Rs. 105600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1057 | REF: TXN-00013741 | AMOUNT: Rs. 105700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1058 | REF: TXN-00013754 | AMOUNT: Rs. 105800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1059 | REF: TXN-00013767 | AMOUNT: Rs. 105900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1060 | REF: TXN-00013780 | AMOUNT: Rs. 106000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1061 | REF: TXN-00013793 | AMOUNT: Rs. 106100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1062 | REF: TXN-00013806 | AMOUNT: Rs. 106200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1063 | REF: TXN-00013819 | AMOUNT: Rs. 106300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1064 | REF: TXN-00013832 | AMOUNT: Rs. 106400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1065 | REF: TXN-00013845 | AMOUNT: Rs. 106500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1066 | REF: TXN-00013858 | AMOUNT: Rs. 106600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1067 | REF: TXN-00013871 | AMOUNT: Rs. 106700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1068 | REF: TXN-00013884 | AMOUNT: Rs. 106800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1069 | REF: TXN-00013897 | AMOUNT: Rs. 106900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1070 | REF: TXN-00013910 | AMOUNT: Rs. 107000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1071 | REF: TXN-00013923 | AMOUNT: Rs. 107100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1072 | REF: TXN-00013936 | AMOUNT: Rs. 107200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1073 | REF: TXN-00013949 | AMOUNT: Rs. 107300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1074 | REF: TXN-00013962 | AMOUNT: Rs. 107400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1075 | REF: TXN-00013975 | AMOUNT: Rs. 107500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1076 | REF: TXN-00013988 | AMOUNT: Rs. 107600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1077 | REF: TXN-00014001 | AMOUNT: Rs. 107700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1078 | REF: TXN-00014014 | AMOUNT: Rs. 107800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1079 | REF: TXN-00014027 | AMOUNT: Rs. 107900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1080 | REF: TXN-00014040 | AMOUNT: Rs. 108000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1081 | REF: TXN-00014053 | AMOUNT: Rs. 108100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1082 | REF: TXN-00014066 | AMOUNT: Rs. 108200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1083 | REF: TXN-00014079 | AMOUNT: Rs. 108300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1084 | REF: TXN-00014092 | AMOUNT: Rs. 108400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1085 | REF: TXN-00014105 | AMOUNT: Rs. 108500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1086 | REF: TXN-00014118 | AMOUNT: Rs. 108600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1087 | REF: TXN-00014131 | AMOUNT: Rs. 108700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1088 | REF: TXN-00014144 | AMOUNT: Rs. 108800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1089 | REF: TXN-00014157 | AMOUNT: Rs. 108900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1090 | REF: TXN-00014170 | AMOUNT: Rs. 109000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1091 | REF: TXN-00014183 | AMOUNT: Rs. 109100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1092 | REF: TXN-00014196 | AMOUNT: Rs. 109200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1093 | REF: TXN-00014209 | AMOUNT: Rs. 109300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1094 | REF: TXN-00014222 | AMOUNT: Rs. 109400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1095 | REF: TXN-00014235 | AMOUNT: Rs. 109500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1096 | REF: TXN-00014248 | AMOUNT: Rs. 109600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1097 | REF: TXN-00014261 | AMOUNT: Rs. 109700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1098 | REF: TXN-00014274 | AMOUNT: Rs. 109800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1099 | REF: TXN-00014287 | AMOUNT: Rs. 109900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1100 | REF: TXN-00014300 | AMOUNT: Rs. 110000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1101 | REF: TXN-00014313 | AMOUNT: Rs. 110100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1102 | REF: TXN-00014326 | AMOUNT: Rs. 110200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1103 | REF: TXN-00014339 | AMOUNT: Rs. 110300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1104 | REF: TXN-00014352 | AMOUNT: Rs. 110400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1105 | REF: TXN-00014365 | AMOUNT: Rs. 110500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1106 | REF: TXN-00014378 | AMOUNT: Rs. 110600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1107 | REF: TXN-00014391 | AMOUNT: Rs. 110700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1108 | REF: TXN-00014404 | AMOUNT: Rs. 110800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1109 | REF: TXN-00014417 | AMOUNT: Rs. 110900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1110 | REF: TXN-00014430 | AMOUNT: Rs. 111000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1111 | REF: TXN-00014443 | AMOUNT: Rs. 111100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1112 | REF: TXN-00014456 | AMOUNT: Rs. 111200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1113 | REF: TXN-00014469 | AMOUNT: Rs. 111300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1114 | REF: TXN-00014482 | AMOUNT: Rs. 111400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1115 | REF: TXN-00014495 | AMOUNT: Rs. 111500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1116 | REF: TXN-00014508 | AMOUNT: Rs. 111600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1117 | REF: TXN-00014521 | AMOUNT: Rs. 111700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1118 | REF: TXN-00014534 | AMOUNT: Rs. 111800.00 | STATUS: CLEARED
TRANSACTION ENTRY #1119 | REF: TXN-00014547 | AMOUNT: Rs. 111900.00 | STATUS: CLEARED
TRANSACTION ENTRY #1120 | REF: TXN-00014560 | AMOUNT: Rs. 112000.00 | STATUS: CLEARED
TRANSACTION ENTRY #1121 | REF: TXN-00014573 | AMOUNT: Rs. 112100.00 | STATUS: CLEARED
TRANSACTION ENTRY #1122 | REF: TXN-00014586 | AMOUNT: Rs. 112200.00 | STATUS: CLEARED
TRANSACTION ENTRY #1123 | REF: TXN-00014599 | AMOUNT: Rs. 112300.00 | STATUS: CLEARED
TRANSACTION ENTRY #1124 | REF: TXN-00014612 | AMOUNT: Rs. 112400.00 | STATUS: CLEARED
TRANSACTION ENTRY #1125 | REF: TXN-00014625 | AMOUNT: Rs. 112500.00 | STATUS: CLEARED
TRANSACTION ENTRY #1126 | REF: TXN-00014638 | AMOUNT: Rs. 112600.00 | STATUS: CLEARED
TRANSACTION ENTRY #1127 | REF: TXN-00014651 | AMOUNT: Rs. 112700.00 | STATUS: CLEARED
TRANSACTION ENTRY #1128 | REF: TXN-00014664 | AMOUNT: Rs. 112800.00 | STATUS: CLEARED
